Crop,N,P,K,pH,rainfall,temperature
cotton,120,40,20,5.499645494652803,808.1157418939656,28.46619656923439
brinjal,80,15,40,6.399581866422343,2811.0368832167956,27.6217971322139
coriander,10,20,20,6.422822351049499,889.2658457314496,27.487542988952708
cucumber,60,60,85,6.356997714832657,1042.0675583209188,28.155173249433535
ladyfinger,80,10,40,6.474781842296459,918.3293375728124,27.7834414569044
cucumber,60,60,85,6.37220874122713,884.5699689396291,27.618738125108383
sweetpotato,90,20,120,5.183038425131275,1597.593393119093,26.376495462815722
jowar,80,40,40,5.350698108985238,269.46746972296245,26.010730312970367
pineapple,160,40,120,6.63748770381695,985.8757798073368,18.663881703339573
jackfruit,75,40,50,5.065920599465306,804.1671994699295,27.66072698888386
cardamom,75,75,150,5.124048992170685,2524.5981426178564,28.123779953086036
bottlegourd,100,50,50,6.431229478599146,1036.9450914481465,27.97798754185158
sunflower,50,60,30,5.625519658132381,508.6199431495361,26.714686524983517
jowar,80,40,40,5.630638713120938,639.6019487944426,33.06209609283763
grapes,20,125,200,3.8086429556600163,954.3930280913063,28.520567639912453
ladyfinger,80,10,40,6.3110527251140764,1110.4257062238662,28.904338749094173
tomato,100,40,90,5.929022179442437,1097.9525632556056,28.420543910384456
mango,20,20,30,5.074041483161459,1212.7783128695937,28.458504927592045
drumstick,40,20,10,6.667739287913382,2771.449714655694,27.904108811942532
bittergourd,60,10,20,6.418694113313678,959.1281559690975,27.407390749634637
onion,120,60,65,6.06,556.2,28.54545455
pumpkin,80,50,30,5.333342687928715,884.4925237510633,27.62454545
brinjal,80,15,40,6.435543071483072,2760.8185701017337,27.919020133055696
coriander,10,20,20,6.56,1037.32,28.08181818
cauliflower,80,70,50,6.327375670269706,1110.8311247244922,28.739880144089735
cardamom,75,75,150,5.153876183086619,1620.3838867493826,22.849823878838382
radish,25,100,50,5.90752289225422,1354.3994187933442,25.968196595554357
tomato,100,40,90,6.04817668258106,999.8091362448541,27.77775570684905
cotton,120,40,20,5.479218920223769,249.56262099429347,29.96879126476982
maize,80,40,20,5.36,288.3,25.46
brinjal,80,15,40,6.536662837568033,1052.3744385884374,28.613561620183262
cabbage,100,65,70,6.63541677839379,1067.3105789123783,28.571188938546722
cardamom,75,75,150,5.1099533732008675,762.7531638331822,27.463420960933327
sweetpotato,90,20,120,5.18,2169.32,23.73636364
cucumber,60,60,85,6.484717224174685,929.3535815374094,29.060185015049086
papaya,50,50,50,5.886634140685166,2237.5208989499147,23.101049498410944
cotton,120,40,20,5.5698231532913764,879.6980646528425,28.221968806300783
cauliflower,80,70,50,6.551201123626139,1064.2152293570075,28.68620707269462
bittergourd,60,10,20,6.690524949705534,1311.6935086479189,25.97310908343045
jackfruit,75,40,50,4.914237061414103,969.3366554044813,27.574161711858928
pumpkin,80,50,30,5.482558705396652,887.1535,27.673696282443064
pumpkin,80,50,30,5.660504156952111,887.1535,27.62454545
blackpepper,100,60,50,5.129508262585551,2075.878869446757,23.68740584802875
cabbage,100,65,70,6.616242506670354,1118.8081625267396,28.598326428844867
cotton,120,40,20,5.501297662936638,447.788352291572,34.611552486806836
cabbage,100,65,70,6.643750479425164,1105.5180977142845,28.46828998763838
cauliflower,80,70,50,6.471863458574239,924.7291656069399,27.49724320340668
cauliflower,80,70,50,6.517642987672178,1128.6901474852664,28.45919661659296
jowar,80,40,40,5.325944648555583,1064.263681536569,29.652039863138643
tomato,100,40,90,5.931896189816921,1564.2181585373594,22.871801619043264
bottlegourd,100,50,50,6.5064157282834465,945.6468912346533,28.874508618705562
cardamom,75,75,150,5.093501069923267,1706.690949953006,23.065452065718173
papaya,50,50,50,5.862854553848855,496.44146905240075,27.852834523689875
jackfruit,75,40,50,4.844837759570915,814.0915378446554,27.72209373449145
pineapple,160,40,120,6.5440350559211415,1331.493397915567,26.25005117874217
ladyfinger,80,10,40,6.557735381062114,1433.383721582412,26.126073431781485
onion,120,60,65,5.8329797495674525,789.9792499148682,29.057361000075872
maize,80,40,20,5.64,510.05,33.37333333
jackfruit,75,40,50,4.856249679912253,1163.6259236581159,26.054812727177698
papaya,50,50,50,6.160392028229795,2202.2638157254814,23.40040935326289
bottlegourd,100,50,50,6.338800533269167,980.8972206672307,28.938783805922597
brinjal,80,15,40,6.6421622574466985,1229.6625235257472,28.686111608077123
pumpkin,80,50,30,5.488905895042187,887.1535,27.645988402300347
cotton,120,40,20,5.46,770.44,28.68
potato,180,60,90,5.18,689.88,29.03727273
cardamom,75,75,150,5.0107612291934664,1572.8355782396386,23.02162377222626
brinjal,80,15,40,6.595085791563794,1062.402144868318,28.205813120062846
banana,100,75,50,6.34,2169.32,23.73636364
bittergourd,60,10,20,6.66688778348764,1195.45709952747,26.023068828435115
tomato,100,40,90,6.162752620254676,1020.5112805873464,29.190951898640105
cucumber,60,60,85,6.49006079709098,879.7524416790811,27.588905884950915
pumpkin,80,50,30,5.408694564264973,882.440501057419,27.628467218533647
cotton,120,40,20,5.603193145367159,720.8199343307183,31.137337257463187
onion,120,60,65,5.931309153661749,204.2027765320971,35.074143850631536
cucumber,60,60,85,6.395575831285947,892.2709428223994,27.6362469243552
cardamom,75,75,150,5.154355173162833,2696.36153926433,28.123779953086036
blackpepper,100,60,50,4.870085921683877,2875.325311567947,28.27190101962633
sweetpotato,90,20,120,5.134768703820912,2190.4119422223034,23.224241051851717
blackpepper,100,60,50,5.037795117572254,2757.423676612064,27.823738155574407
drumstick,40,20,10,6.346263714638004,917.4259883373747,27.696634368560655
drumstick,40,20,10,6.340854440962901,2858.976075757486,27.91125121201713
jowar,80,40,40,5.616172915540977,803.2644096988276,28.24223274544772
bittergourd,60,10,20,6.441004600868014,1543.4783055269747,26.030980699537306
rice,80,40,40,5.4,423.745,22.07
potato,180,60,90,4.90720183100684,410.26795868802077,26.813564939543408
sweetpotato,90,20,120,5.043575283727378,421.48467735709283,28.53063674654123
jute,80,40,40,5.488441605225241,968.9634507375301,30.2804527553701
sweetpotato,90,20,120,5.082813998762559,2337.4854160923633,24.241095330635396
cotton,120,40,20,5.4554219654928655,537.2076059083004,33.12277727813248
tomato,100,40,90,6.074922972035604,708.5776405594073,26.60014900365953
cauliflower,80,70,50,6.453702194237071,1363.854770096389,25.926483495910265
cucumber,60,60,85,6.395602388129344,890.925043194521,27.68698335660201
cardamom,75,75,150,4.976292738144745,751.3571535245544,27.846047516054757
grapes,20,125,200,4.168130944691267,1626.4492401786927,23.447147252730097
blackpepper,100,60,50,4.986649011919409,987.632098545163,27.636440838880585
brinjal,80,15,40,6.392929667461066,2772.7266385779662,27.58077279968511
pineapple,160,40,120,6.530614853231574,918.122942107093,27.865747875145154
jowar,80,40,40,5.577721540891648,1112.1565039978711,27.7168112786809
ladyfinger,80,10,40,6.351729397766797,1188.278804257306,28.646441667188363
pumpkin,80,50,30,5.593850003420879,881.8465,27.62454545
pumpkin,80,50,30,5.555324538880464,884.4691397791013,27.65734436237118
jowar,80,40,40,5.32,157.31,25.83333333
coriander,10,20,20,6.669135625476968,1442.4140347263656,27.044861743895627
maize,80,40,20,5.5,199.2125,21.3
blackpepper,100,60,50,5.191529320202293,2174.5272822356246,24.204614671429226
drumstick,40,20,10,6.624628791057397,786.420713669711,27.668098525996708
cardamom,75,75,150,4.892703152365016,194.72302195571243,26.07726705879761
jackfruit,75,40,50,5.137190743400617,2815.5082786076946,27.932733119128468
radish,25,100,50,6.061530368404182,1374.1799061697063,25.933275080421737
banana,100,75,50,6.46,884.5,27.65454545
radish,25,100,50,6.080594892892761,892.8605629712026,27.739452189578262
blackpepper,100,60,50,4.818462071697113,2854.372615111044,28.68207805510402
grapes,20,125,200,4.140687165385493,1625.0397303829104,22.81398005938984
onion,120,60,65,6.08,689.88,29.03727273
jowar,80,40,40,5.487940827918834,675.7709733894455,34.26025339279655
pumpkin,80,50,30,5.565640570832724,883.1625991902802,27.62454545
potato,180,60,90,5.072527357809767,957.661870658653,29.41981723089889
sunflower,50,60,30,5.586788418590703,179.0849966318506,25.745715971878475
pumpkin,80,50,30,5.676522784849594,881.8465,27.62454545
brinjal,80,15,40,6.58045091978961,1322.4321287654398,25.605288481238514
brinjal,80,15,40,6.649747922787734,1523.9015531472417,22.712400287435372
cotton,120,40,20,5.52,297.66,29.56666667
jackfruit,75,40,50,5.03979398587645,935.5956147835209,27.62365223212232
blackpepper,100,60,50,5.058361108693867,2773.738569334818,28.028484441940698
mango,20,20,30,5.182298603823341,944.7279292779028,27.930843641109067
sweetpotato,90,20,120,5.0,1299.26,26.51818182
banana,100,75,50,6.528216338734211,1054.8588593784923,28.385162735478367
cauliflower,80,70,50,6.5698602745146335,1115.0874415322485,28.739880144089735
drumstick,40,20,10,6.639767391442568,2915.939286330289,27.885741035663607
bittergourd,60,10,20,6.422527789608531,1014.6947934883415,27.953463116627503
grapes,20,125,200,4.1407256893438324,659.2821599574321,27.074578779350674
coriander,10,20,20,6.612079361336337,622.2859265408988,27.14099028756129
jowar,80,40,40,5.3176513025262775,604.9364412412674,34.083668412676474
jute,80,40,40,5.354968399552997,1581.7920531643947,27.04974947025832
jute,80,40,40,5.359417446225285,1460.0781342744172,27.58271179436558
coriander,10,20,20,6.525315169976775,959.9892891364851,29.043436688770033
banana,100,75,50,6.60922564921796,1004.9569120422426,27.08425499492421
cauliflower,80,70,50,6.558815330067426,1119.4689944111606,28.668369927354853
grapes,20,125,200,4.012037087392242,810.9059465950752,26.33716537260962
cardamom,75,75,150,5.1446869128095285,2701.2390080237005,27.71062969918736
potato,180,60,90,4.962889746057537,998.1871009901895,29.798637465620605
papaya,50,50,50,5.822094867534336,2147.592798263516,22.952154617638843
cotton,120,40,20,5.62,297.66,29.56666667
potato,180,60,90,4.826150174519915,982.524369149028,28.907447423296503
pumpkin,80,50,30,5.637220338701769,887.1535,27.64863891403224
cabbage,100,65,70,6.547303175128154,871.7130780316974,27.674471089453426
bottlegourd,100,50,50,6.42737115346667,868.9172426822145,27.60239284561406
onion,120,60,65,6.075029691790088,1598.8818964379227,22.523087471374122
bottlegourd,100,50,50,6.528152445307615,1024.452835838025,28.17657481400581
orange,20,10,10,4.019435096649829,1052.172143436766,27.818754602007793
grapes,20,125,200,3.938650333922645,1613.2213439668913,22.926043357993326
pineapple,160,40,120,6.563595345488899,1307.4015633033605,25.879992999793192
pumpkin,80,50,30,5.3341161619421475,881.8465,27.68454545
jowar,80,40,40,5.46,510.05,33.37333333
drumstick,40,20,10,6.642931398933633,2915.939286330289,27.922003992434423
drumstick,40,20,10,6.593293193379044,879.8598218097067,27.666310607615394
ladyfinger,80,10,40,6.3431768701899065,1065.2110988843378,28.71350532899153
sunflower,50,60,30,5.558660526715724,148.9254222260559,25.207439823978188
tomato,100,40,90,5.893208239728238,1061.9805973491914,28.804436596475025
bittergourd,60,10,20,6.435571721554307,804.6598649297664,27.811795034771325
pineapple,160,40,120,6.469006519708556,2885.8855915166578,27.506957097172805
sweetpotato,90,20,120,5.18,1026.64,29.18636364
soyabean,20,60,20,5.58321129831692,461.07198686440665,33.04908977106296
blackpepper,100,60,50,4.919359266143994,1528.424140571179,22.5660954795897
tomato,100,40,90,6.028675425807124,1101.0303165504472,28.251855805838208
pumpkin,80,50,30,5.34095326572315,885.68277943059,27.62454545
mango,20,20,30,4.86468547185711,2832.2676825219705,28.283076167669172
cabbage,100,65,70,6.6458181955723505,1130.8844605799643,28.6132071364048
rice,80,40,40,5.32,497.88,25.03333333
banana,100,75,50,6.56,1299.26,26.51818182
cardamom,75,75,150,4.947434817533823,1540.9243027390773,22.88329261470955
papaya,50,50,50,5.927394337018471,1208.6971117076012,26.319173671567796
soyabean,20,60,20,5.524787850671786,1131.7217604540492,27.995924095482884
cardamom,75,75,150,4.95694237386019,763.825859761245,27.384173647932737
cotton,120,40,20,5.384185250943337,811.68508439887,29.241665474327075
orange,20,10,10,3.914417791622537,2227.135174873843,23.90789314483418
grapes,20,125,200,3.831514038097801,1012.6948635406557,28.60668586011262
soyabean,20,60,20,5.560619865988562,519.044999694918,33.64191309676083
blackpepper,100,60,50,5.004816235592205,2201.886216867349,24.04200317460661
jute,80,40,40,5.562963367722214,1006.5183909422798,30.328334599363455
blackpepper,100,60,50,5.093378824772391,639.3214527870527,27.838661162706007
mango,20,20,30,5.097770863368792,708.3005636392865,28.962463647277374
cucumber,60,60,85,6.494229671391452,941.2724159742145,28.8198937658774
pineapple,160,40,120,6.5295296599406365,2885.8855915166578,28.176664724316606
pineapple,160,40,120,6.603044117566149,1389.9165695142863,25.998600776013344
pineapple,160,40,120,6.4932361892694415,951.86223136361,28.15817852619209
radish,25,100,50,5.951525093052088,1339.642181870044,26.044242579577716
jowar,80,40,40,5.496672697656968,1107.177824633175,27.260721407993564
cauliflower,80,70,50,6.538667013268551,1110.8855689905095,28.703896253165777
bottlegourd,100,50,50,6.548677398128743,876.4449467312155,27.719850375167784
bottlegourd,100,50,50,6.518213411303501,1017.3553488046633,28.183812269443443
radish,25,100,50,6.055885340518318,898.8947583236902,27.645729862025362
bittergourd,60,10,20,6.648087620391558,1597.3185928091232,25.972531372778562
radish,25,100,50,5.98915590438488,1347.8185724728628,26.032909672847055
soyabean,20,60,20,5.402365554156076,599.5367820670722,25.65430356106983
radish,25,100,50,6.069307367299941,907.0283293720569,27.71416452649693
cucumber,60,60,85,6.509358953002739,883.4263388813446,27.643370347376738
sunflower,50,60,30,5.531464244826039,895.9932788840425,27.502425615325613
onion,120,60,65,6.11250563189658,77.49411842957058,34.63426266656903
garlic,50,10,60,5.690935770808373,1046.55382980142,28.879125915999843
drumstick,40,20,10,6.657521726202518,2915.939286330289,27.904672533368437
blackpepper,100,60,50,5.17415792445415,2064.162040046882,23.286863554741224
jute,80,40,40,5.588469839209772,1166.9812713083145,29.546293937585375
radish,25,100,50,6.000489227468257,1361.8116476907733,26.30853807131832
mango,20,20,30,4.929983186200984,1102.193688887704,28.62441283475419
cardamom,75,75,150,5.044573706642506,959.5037709917349,27.75976970931619
jute,80,40,40,5.443255111404278,361.59298075621217,22.400608857999014
coriander,10,20,20,6.691222914544441,1242.697883465537,26.031999875583224
tomato,100,40,90,6.015991926874209,1103.5897789199805,28.957994931725292
tomato,100,40,90,6.051953858868035,1016.1579515127038,28.497488843027792
onion,120,60,65,6.027001151337925,1193.6526688000765,22.199485697702233
sweetpotato,90,20,120,4.968392536725468,2724.8337918548264,28.249759692712384
brinjal,80,15,40,6.364546090454753,880.4856748308424,27.81210017502815
radish,25,100,50,6.127070181174712,860.3450938302939,27.554192174254954
brinjal,80,15,40,6.549807626392858,1157.602117510816,29.090570745539036
bottlegourd,100,50,50,6.493428323200368,1063.397468673384,27.88170072139685
tomato,100,40,90,5.931879375623357,1159.200420903867,29.176586972258583
papaya,50,50,50,5.894547316514745,2197.45079741669,23.493134273468563
bittergourd,60,10,20,6.635974782850173,799.9102023595366,27.466764924374765
maize,80,40,20,5.48,1011.49,30.43
pineapple,160,40,120,6.68640808652946,828.6823618670952,27.622147160447245
brinjal,80,15,40,6.617296851927097,1016.4903887341541,27.740923368796267
sunflower,50,60,30,5.69084088724657,11.724326746786659,19.04021134068527
jackfruit,75,40,50,4.9649256522612815,826.9438540631437,27.597163789643623
brinjal,80,15,40,6.413530204833168,2879.0079283310324,27.655234792910314
pineapple,160,40,120,6.5604629493477695,2780.7847115444374,27.8779947884021
sweetpotato,90,20,120,4.850910087185988,1049.2226928865389,29.643396612228607
onion,120,60,65,5.954595443368904,60.531316897961474,22.202816265736374
bottlegourd,100,50,50,6.60422375146872,1365.6077573177856,26.10363323174307
drumstick,40,20,10,6.5708572501400795,2649.013677746193,27.883276034199966
papaya,50,50,50,5.957167542863867,1061.2258188363282,28.21206609848693
garlic,50,10,60,5.554888292841563,1207.733537272243,27.310123789206806
banana,100,75,50,6.375761495496399,963.5980178893378,30.96149681733028
cauliflower,80,70,50,6.661523158328398,1078.7512698242037,28.68301958823311
tomato,100,40,90,6.142049176762835,1375.8149768602807,25.8807670293434
grapes,20,125,200,4.083248811843417,1497.6837061804717,22.756245231688503
radish,25,100,50,5.959520916297691,1374.1799061697063,25.933275080421737
tomato,100,40,90,5.942223301686151,1128.5106573159587,28.47431779172328
cauliflower,80,70,50,6.373485624285607,1092.9121748441894,28.51401595197958
